pair_id,point_id,source_x,source_y,reference_x,reference_y,latitude,longitude,source,verification_method,accuracy,coordinate_system,independent,notes
pair_012,P001,0.0,10302.3,UNKNOWN,UNKNOWN,-68.630703,20.821094,IIT_InterIIT_bilinear_interpolation,geospatially_derived,sub-degree_geographic_only,selenographic_IAU2015,false,Bilinear interp from OHRC corner coords. NOT manually verified. TMC-2 pixel NOT computed (image dims unavailable).
pair_012,P002,14476.3,10298.7,UNKNOWN,UNKNOWN,-68.630703,20.871458,IIT_InterIIT_bilinear_interpolation,geospatially_derived,sub-degree_geographic_only,selenographic_IAU2015,false,Bilinear interp from OHRC corner coords. NOT manually verified. TMC-2 pixel NOT computed (image dims unavailable).
pair_012,P003,32623.7,10295.2,UNKNOWN,UNKNOWN,-68.630703,20.921822,IIT_InterIIT_bilinear_interpolation,geospatially_derived,sub-degree_geographic_only,selenographic_IAU2015,false,Bilinear interp from OHRC corner coords. NOT manually verified. TMC-2 pixel NOT computed (image dims unavailable).
pair_012,P004,50771.5,10291.6,UNKNOWN,UNKNOWN,-68.630703,20.972187,IIT_InterIIT_bilinear_interpolation,geospatially_derived,sub-degree_geographic_only,selenographic_IAU2015,false,Bilinear interp from OHRC corner coords. NOT manually verified. TMC-2 pixel NOT computed (image dims unavailable).
pair_012,P005,68919.7,10288.0,UNKNOWN,UNKNOWN,-68.630703,21.022551,IIT_InterIIT_bilinear_interpolation,geospatially_derived,sub-degree_geographic_only,selenographic_IAU2015,false,Bilinear interp from OHRC corner coords. NOT manually verified. TMC-2 pixel NOT computed (image dims unavailable).
pair_012,P006,87068.2,10284.5,UNKNOWN,UNKNOWN,-68.630703,21.072915,IIT_InterIIT_bilinear_interpolation,geospatially_derived,sub-degree_geographic_only,selenographic_IAU2015,false,Bilinear interp from OHRC corner coords. NOT manually verified. TMC-2 pixel NOT computed (image dims unavailable).
pair_012,P007,0.0,8584.6,UNKNOWN,UNKNOWN,-68.51076,20.821094,IIT_InterIIT_bilinear_interpolation,geospatially_derived,sub-degree_geographic_only,selenographic_IAU2015,false,Bilinear interp from OHRC corner coords. NOT manually verified. TMC-2 pixel NOT computed (image dims unavailable).
pair_012,P008,18203.9,8581.0,UNKNOWN,UNKNOWN,-68.51076,20.871458,IIT_InterIIT_bilinear_interpolation,geospatially_derived,sub-degree_geographic_only,selenographic_IAU2015,false,Bilinear interp from OHRC corner coords. NOT manually verified. TMC-2 pixel NOT computed (image dims unavailable).
pair_012,P009,36442.7,8577.4,UNKNOWN,UNKNOWN,-68.51076,20.921822,IIT_InterIIT_bilinear_interpolation,geospatially_derived,sub-degree_geographic_only,selenographic_IAU2015,false,Bilinear interp from OHRC corner coords. NOT manually verified. TMC-2 pixel NOT computed (image dims unavailable).
pair_012,P010,54681.9,8573.7,UNKNOWN,UNKNOWN,-68.51076,20.972187,IIT_InterIIT_bilinear_interpolation,geospatially_derived,sub-degree_geographic_only,selenographic_IAU2015,false,Bilinear interp from OHRC corner coords. NOT manually verified. TMC-2 pixel NOT computed (image dims unavailable).
